ID,First_Name,Last_Name,Family_id,ID_cnic,Gender
1601,Qudamah,Ghauth,505,33703-9964608-1,M
1602,Usman,Majd,506,33704-9964609-1,M
1603,Uhban,Qadeer,507,33705-9964610-1,M
1604,Zeeshan,Deen,508,33706-9964611-1,M
1605,Wajahat,Zaim,509,33707-9964612-1,M
1606,Ghauth,Farafisa,510,33708-9964613-1,M
1607,Daamin,Jahdari,511,33709-9964614-1,M
1608,Isma’il,Imran,512,33710-9964615-1,M
1609,Rafi,Rafay,513,33711-9964616-1,M
1610,Dilawar,Zeeshan,514,33712-9964617-1,M
1611,Waqaar,Taha,515,33713-9964618-1,M
1612,Gulzar,Qasim,516,33714-9964619-1,M
1613,Ismah,Wasim,517,33715-9964620-1,M
1614,Sabahat,Aaban,518,33716-9964621-1,M
1615,Saaqib,Sa’ir,519,33717-9964622-1,M
1616,Daniyal,Watheq,520,33718-9964623-1,M
1617,Luqman,Imaad,521,33719-9964624-1,M
1618,Qaseem,Wasif,522,33720-9964625-1,M
1619,Ghawth,Fahd,523,33721-9964626-1,M
1620,Omran,Izzat,524,33722-9964627-1,M
1621,Jeelan,Jubair,525,33723-9964628-1,M
1622,Rahim,Waiz,526,33724-9964629-1,M
1623,Qani,Nabil,527,33725-9964630-1,M
1624,Safiy-Allah,Careem,528,33726-9964631-1,M
1625,Jariyah,Aalee,529,33727-9964632-1,M
1626,Qasim,Kawthar,530,33728-9964633-1,M
1627,Burhan,Raihan,531,33729-9964634-1,M
1628,Qasid,Zayd,532,33730-9964635-1,M
1629,Faheem,Tahir,533,33731-9964636-1,M
1630,Qais,Kafeel,534,33732-9964637-1,M
1631,Abdul Adl,Umran,535,33733-9964638-1,M
1632,Baahir,Qudamah,536,33734-9964639-1,M
1633,Jubair,Ihsan,537,33735-9964640-1,M
1634,Ghaith,Sabahat,538,33736-9964641-1,M
1635,Mahad,Usman,539,33737-9964642-1,M
1636,Wakalat,Jalees,540,33738-9964643-1,M
1637,Raashid,Obaid,541,33739-9964644-1,M
1638,Jawad,Insaf,542,33740-9964645-1,M
1639,Abdul Azeez,Wafa,543,33741-9964646-1,M
1640,Ghusun,Faiz,544,33742-9964647-1,M
1641,Jalees,Uthman,545,33743-9964648-1,M
1642,Eitzaz,Saadat,546,33744-9964649-1,M
1643,Jawhar,Dawoud,547,33745-9964650-1,M
1644,Wazir,Qutaybah,548,33746-9964651-1,M
1645,Bassam,Aamir,1,33747-9964652-1,M
1646,Rabee,Dizhwar,2,33748-9964653-1,M
1647,Fadil,Nadim,3,33749-9964654-1,M
1648,Jaraah,Raahil,4,33750-9964655-1,M
1649,Raghib,Yar,5,33751-9964656-1,M
1650,El-Amin,Jiyad,6,33752-9964657-1,M
1651,Zakar,Aasim,7,33753-9964658-1,M
1652,Maaz,Rahmat,8,33754-9964659-1,M
1653,Jalal,Jamil,9,33755-9964660-1,M
1654,Careem,Rabiah,10,33756-9964661-1,M
1655,Ghasaan,Qais,11,33757-9964662-1,M
1656,Baasim,Gulzar,12,33758-9964663-1,M
1657,Taimur,Uhban,13,33759-9964664-1,M
1658,Raahil,Damurah,14,33760-9964665-1,M
1659,Dawid,Yaqub,15,33761-9964666-1,M
1660,Kamil,Zuhoor,16,33762-9964667-1,M
1661,Juwain,Issar,17,33763-9964668-1,M
1662,Zulfaqar,Faakhir,18,33764-9964669-1,M
1663,Qasid,Safeenah,19,33765-9964670-1,M
1664,Ghulam,Nabhan,20,33766-9964671-1,M
1665,Kaamil,Haaziq,21,33767-9964672-1,M
1666,Ishrat,Iskandar,22,33768-9964673-1,M
1667,Basil,Kamran,23,33769-9964674-1,M
1668,Sa’irah,Farasat,24,33770-9964675-1,M
1669,Fakhr,Diyari,25,33771-9964676-1,M
1670,Izz,Waseem,26,33772-9964677-1,M
1671,Qaseem,Ishaq,27,33773-9964678-1,M
1672,Jibril,Layth,28,33774-9964679-1,M
1673,Cheherazad,Bazam,29,33775-9964680-1,M
1674,Ma’n,Hafiz,30,33776-9964681-1,M
1675,Yaqub,Ghazalan,31,33777-9964682-1,M
1676,Zulaym,Zaigham,32,33778-9964683-1,M
1677,Raashid,Jaraah,33,33779-9964684-1,M
1678,Iqbal,Dawlah,34,33780-9964685-1,M
1679,Umayr,Qamar,35,33781-9964686-1,M
1680,Aalam,Daniel,36,33782-9964687-1,M
1681,Eitzaz,Labib,37,33783-9964688-1,M
1682,Zufar,Rafan,38,33784-9964689-1,M
1683,Yunus,Jahangir,39,33785-9964690-1,M
1684,Ulfat,Lahab,40,33786-9964691-1,M
1685,Yathrib,Saeed,41,33787-9964692-1,M
1686,Sabeeh,Aamil,42,33788-9964693-1,M
1687,Jalees,Wahhaj,43,33789-9964694-1,M
1688,Owais,Quadir,44,33790-9964695-1,M
1689,Hadee,Liban,45,33791-9964696-1,M
1690,Haji,Jahdami,46,33792-9964697-1,M
1691,Yar,Aalim,47,33793-9964698-1,M
1692,Tabassum,Aashif,48,33794-9964699-1,M
1693,Qasim,Makki,49,33795-9964700-1,M
1694,Zubair,Usamah,50,33796-9964701-1,M
1695,Sadeem,Sabir,51,33797-9964702-1,M
1696,Aatif,Ghunayn,52,33798-9964703-1,M
1697,Jad,Bashaar,53,33799-9964704-1,M
1698,Jabr,Saafir,54,33800-9964705-1,M
1699,Jeelan,Yushua,55,33801-9964706-1,M
1700,Aamir,Rafiq,56,33802-9964707-1,M
1701,Ilyas,Kazim,57,33803-9964708-1,M
1702,Majd,Ghannam,58,33804-9964709-1,M
1703,Zuhoor,Wajeeh,59,33805-9964710-1,M
1704,Faheem,Nabih,60,33806-9964711-1,M
1705,Mamoon,Yaqoot,61,33807-9964712-1,M
1706,Abbad,Owais,62,33808-9964713-1,M
1707,Ghazzal,Juhaym,63,33809-9964714-1,M
1708,Basim,Darim,64,33810-9964715-1,M
1709,Rahil,Abbad,65,33811-9964716-1,M
1710,Juhaym,Iyaas,66,33812-9964717-1,M
1711,Nabeel,Madani,67,33813-9964718-1,M
1712,Dameer,Sabur,68,33814-9964719-1,M
1713,Na’il,Faaz,69,33815-9964720-1,M
1714,Aashir,Ilan,70,33816-9964721-1,M
1715,Sa’ir,Qays,71,33817-9964722-1,M
1716,Ghanem,Rabar,72,33818-9964723-1,M
1717,Rabiah,Hadee,73,33819-9964724-1,M
1718,Waheed,Aaqil,74,33820-9964725-1,M
1719,Issar,Daamin,75,33821-9964726-1,M
1720,Iskandar,Ghazi,76,33822-9964727-1,M
1721,Majdi,Walid,77,33823-9964728-1,M
1722,Nabhan,Yahya,78,33824-9964729-1,M
1723,Ghazi,Ihtsham,79,33825-9964730-1,M
1724,Qanit,Nadhir,80,33826-9964731-1,M
1725,Hafid,Cal,81,33827-9964732-1,M
1726,Ghutayf,Zarar,82,33828-9964733-1,M
1727,Qadeer,Gulab,83,33829-9964734-1,M
1728,Wajih,Basharat,84,33830-9964735-1,M
1729,Eshan,Uqbah,85,33831-9964736-1,M
1730,Uzayr,Behzad,86,33832-9964737-1,M
1731,Jummal,Qatadah,87,33833-9964738-1,M
1732,Esmail,Ithaar,88,33834-9964739-1,M
1733,Zaman,Walliyullah,89,33835-9964740-1,M
1734,Zakariyya,Jibran,90,33836-9964741-1,M
1735,Aariz,Utbah,91,33837-9964742-1,M
1736,Mahbub,Jummal,92,33838-9964743-1,M
1737,Wajeeh,Dilawar,93,33839-9964744-1,M
1738,Hamdan,Nafasat,94,33840-9964745-1,M
1739,Lutf,Istakhri,95,33841-9964746-1,M
1740,Parvez,Gamal,96,33842-9964747-1,M
1741,Zaighum,Haleef,97,33843-9964748-1,M
1742,Duha,Basil,98,33844-9964749-1,M
1743,Uwayam,Ishrat,99,33845-9964750-1,M
1744,Safeer,Latif,100,33846-9964751-1,M
1745,Hajjaj,Bilal,101,33847-9964752-1,M
1746,Qabeel,Urooj,102,33848-9964753-1,M
1747,Wazir,Jamal,103,33849-9964754-1,M
1748,Insaf,Intizar,104,33850-9964755-1,M
1749,Deen,Burhan,105,33851-9964756-1,M
1750,Aamirah,Qadi,106,33852-9964757-1,M
1751,Yaqeen,Qasid,107,33853-9964758-1,M
1752,Ihtiram,Zufar,108,33854-9964759-1,M
1753,Zamil,Maaz,109,33855-9964760-1,M
1754,Iqraam,Inayat,110,33856-9964761-1,M
1755,Kalbi,Mahdi,111,33857-9964762-1,M
1756,Wajid,Nafis,112,33858-9964763-1,M
1757,Abbas,Sabah,113,33859-9964764-1,M
1758,Fajaruddin,Zohair,114,33860-9964765-1,M
1759,Ubadah,Ghauth,115,33861-9964766-1,M
1760,Mahad,Majd,116,33862-9964767-1,M
1761,Faiz,Qadeer,117,33863-9964768-1,M
1762,Iyaad,Deen,118,33864-9964769-1,M
1763,Naib,Zaim,119,33865-9964770-1,M
1764,Jubair,Farafisa,120,33866-9964771-1,M
1765,Wafa,Jahdari,121,33867-9964772-1,M
1766,Jasim,Imran,122,33868-9964773-1,M
1767,Darim,Rafay,123,33869-9964774-1,M
1768,Ubayd,Zeeshan,124,33870-9964775-1,M
1769,Faqeeh,Taha,125,33871-9964776-1,M
1770,Faraj,Qasim,126,33872-9964777-1,M
1771,Daamin,Wasim,127,33873-9964778-1,M
1772,Ra’id,Aaban,128,33874-9964779-1,M
1773,Uhban,Sa’ir,129,33875-9964780-1,M
1774,Sa’ood,Watheq,130,33876-9964781-1,M
1775,Yusr,Imaad,131,33877-9964782-1,M
1776,Hallaj,Wasif,132,33878-9964783-1,M
1777,Tahir,Fahd,133,33879-9964784-1,M
1778,Farasat,Izzat,134,33880-9964785-1,M
1779,Hamd,Jubair,135,33881-9964786-1,M
1780,Wasil,Waiz,136,33882-9964787-1,M
1781,Ehsan,Nabil,137,33883-9964788-1,M
1782,Wisam,Careem,138,33884-9964789-1,M
1783,Bazam,Aalee,139,33885-9964790-1,M
1784,Zohair,Kawthar,140,33886-9964791-1,M
1785,Omran,Raihan,141,33887-9964792-1,M
1786,Aahil,Zayd,142,33888-9964793-1,M
1787,Taheem,Tahir,143,33889-9964794-1,M
1788,Wahb,Kafeel,144,33890-9964795-1,M
1789,Rahim,Umran,145,33891-9964796-1,M
1790,Yawar,Qudamah,146,33892-9964797-1,M
1791,Sabahat,Ihsan,147,33893-9964798-1,M
1792,Rahmat,Sabahat,148,33894-9964799-1,M
1793,Yaseen,Usman,149,33895-9964800-1,M
1794,Qudamah,Jalees,150,33896-9964801-1,M
1795,Fahad,Obaid,151,33897-9964802-1,M
1796,Aalee,Insaf,152,33898-9964803-1,M
1797,Abdul Awwal,Wafa,153,33899-9964804-1,M
1798,Kaysan,Faiz,154,33900-9964805-1,M
1799,Chishti,Uthman,155,33901-9964806-1,M
1800,Zarar,Saadat,156,33902-9964807-1,M
1801,Uzair,Dawoud,157,33903-9964808-1,M
1802,Taha,Qutaybah,158,33904-9964809-1,M
1803,Wasif,Mahmud,159,33905-9964810-1,M
1804,Sadeed,Zaeem,160,33906-9964811-1,M
1805,Kawkab,Lutf,161,33907-9964812-1,M
1806,Wasim,Raheel,162,33908-9964813-1,M
1807,Intaj,Wail,163,33909-9964814-1,M
1808,Naim,Parvez,164,33910-9964815-1,M
1809,Ilifat,Ghufran,165,33911-9964816-1,M
1810,Zayan,Zakariya,166,33912-9964817-1,M
1811,Kamal,Qani,167,33913-9964818-1,M
1812,Mabad,Kashif,168,33914-9964819-1,M
1813,Qaim,Zakariyya,169,33915-9964820-1,M
1814,Fahd,Sadit,170,33916-9964821-1,M
1815,Zeeshan,Nadeem,171,33917-9964822-1,M
1816,Rafi,Saffar,172,33918-9964823-1,M
1817,Rabar,Dildar,173,33919-9964824-1,M
1818,Zain,Yusr,174,33920-9964825-1,M
1819,Ghayoor,Zubair,175,33921-9964826-1,M
1820,Kaashif,Baahir,176,33922-9964827-1,M
1821,Idris,Abdul Afuw,177,33923-9964828-1,M
1822,Jarood,Sabeeh,178,33924-9964829-1,M
1823,Labib,Basir,179,33925-9964830-1,M
1824,Ibrahim,Sadiq,180,33926-9964831-1,M
1825,Ghazanfar,Urwah,181,33927-9964832-1,M
1826,Saadat,Kamil,182,33928-9964833-1,M
1827,Juayl,Waleed,183,33929-9964834-1,M
1828,Kajji,Intaj,184,33930-9964835-1,M
1829,Sabur,Wali,185,33931-9964836-1,M
1830,Changez,Fadl,186,33932-9964837-1,M
1831,Khafid,Raghib,187,33933-9964838-1,M
1832,Kawthar,Labeeb,188,33934-9964839-1,M
1833,Dawoud,Laith,189,33935-9964840-1,M
1834,Safiy-Allah,Falah,190,33936-9964841-1,M
1835,Juthamah,Wazir,191,33937-9964842-1,M
1836,Farafisa,Zayan,192,33938-9964843-1,M
1837,Caleb,Cheherazad,193,33939-9964844-1,M
1838,Malih,Zaman,194,33940-9964845-1,M
1839,Hajib,Kawkab,195,33941-9964846-1,M
1840,Tabish,Aamir,196,33942-9964847-1,M
1841,Ghauth,Dizhwar,197,33943-9964848-1,M
1842,Ismah,Nadim,198,33944-9964849-1,M
1843,Zafir,Raahil,199,33945-9964850-1,M
1844,Limazah,Yar,200,33946-9964851-1,M
1845,Emran,Jiyad,201,33947-9964852-1,M
1846,Lutfi,Aasim,202,33948-9964853-1,M
1847,Haikal,Rahmat,203,33949-9964854-1,M
1848,Baber,Jamil,204,33950-9964855-1,M
1849,Daanish,Rabiah,205,33951-9964856-1,M
1850,Basel,Qais,206,33952-9964857-1,M
1851,Rahat,Gulzar,207,33953-9964858-1,M
1852,Nafasat,Uhban,208,33954-9964859-1,M
1853,Yusuf,Damurah,209,33955-9964860-1,M
1854,Yaghnam,Yaqub,210,33956-9964861-1,M
1855,Habis,Zuhoor,211,33957-9964862-1,M
1856,Wahid,Issar,212,33958-9964863-1,M
1857,Waqar,Faakhir,213,33959-9964864-1,M
1858,Keyaan,Safeenah,214,33960-9964865-1,M
1859,Utbah,Nabhan,215,33961-9964866-1,M
1860,Umair,Haaziq,216,33962-9964867-1,M
1861,Zia,Iskandar,217,33963-9964868-1,M
1862,Diyari,Kamran,218,33964-9964869-1,M
1863,Qusay,Farasat,219,33965-9964870-1,M
1864,Waleed,Diyari,220,33966-9964871-1,M
1865,Zuehb,Waseem,221,33967-9964872-1,M
1866,Muslim Boy New Names,Ishaq,222,33968-9964873-1,M
1867,Tahoor,Layth,223,33969-9964874-1,M
1868,Jariyah,Bazam,224,33970-9964875-1,M
1869,Qutuz,Hafiz,225,33971-9964876-1,M
1870,Jul,Ghazalan,226,33972-9964877-1,M
1871,Wafi,Zaigham,227,33973-9964878-1,M
1872,Zaim,Jaraah,228,33974-9964879-1,M
1873,Layth,Dawlah,229,33975-9964880-1,M
1874,Zaki,Qamar,230,33976-9964881-1,M
1875,Dhul Fiqar,Daniel,231,33977-9964882-1,M
1876,Tajammal,Labib,232,33978-9964883-1,M
1877,Imran,Rafan,233,33979-9964884-1,M
1878,Aasif,Jahangir,234,33980-9964885-1,M
1879,Sa’id,Lahab,235,33981-9964886-1,M
1880,Zaigham,Saeed,236,33982-9964887-1,M
1881,Ehan,Aamil,237,33983-9964888-1,M
1882,Jawad,Wahhaj,238,33984-9964889-1,M
1883,Bashaar,Quadir,239,33985-9964890-1,M
1884,Abdul Azim,Liban,240,33986-9964891-1,M
1885,Jamil,Jahdami,241,33987-9964892-1,M
1886,Wahib,Aalim,242,33988-9964893-1,M
1887,Isam,Aashif,243,33989-9964894-1,M
1888,Jibran,Makki,244,33990-9964895-1,M
1889,Bulhut,Usamah,245,33991-9964896-1,M
1890,Waqas,Sabir,246,33992-9964897-1,M
1891,Barkat,Ghunayn,247,33993-9964898-1,M
1892,Abdul Baasit,Bashaar,248,33994-9964899-1,M
1893,Kaiser,Saafir,249,33995-9964900-1,M
1894,Cale,Yushua,250,33996-9964901-1,M
1895,Aaban,Rafiq,251,33997-9964902-1,M
1896,Jundub,Kazim,252,33998-9964903-1,M
1897,Dilawar,Ghannam,253,33999-9964904-1,M
1898,Qadim,Wajeeh,254,34000-9964905-1,M
1899,Jawhar,Nabih,255,34001-9964906-1,M
1900,Diya,Yaqoot,256,34002-9964907-1,M
1901,Abdul Azeez,Owais,257,34003-9964908-1,M
1902,Radi,Juhaym,258,34004-9964909-1,M
1903,Aalim,Darim,259,34005-9964910-1,M
1904,Ikrimah,Abbad,260,34006-9964911-1,M
1905,Yushua,Iyaas,261,34007-9964912-1,M
1906,Laqeet,Madani,262,34008-9964913-1,M
1907,Liban,Sabur,263,34009-9964914-1,M
1908,Isma’il,Faaz,264,34010-9964915-1,M
1909,Makhdoom,Ilan,265,34011-9964916-1,M
1910,Umayyah,Qays,266,34012-9964917-1,M
1911,Mahbeer,Rabar,267,34013-9964918-1,M
1912,Iqtidar,Hadee,268,34014-9964919-1,M
1913,Qasif,Aaqil,269,34015-9964920-1,M
1914,Lajlaj,Daamin,270,34016-9964921-1,M
1915,Zafar,Ghazi,271,34017-9964922-1,M
1916,Qays,Walid,272,34018-9964923-1,M
1917,Saaqib,Yahya,273,34019-9964924-1,M
1918,Wildan,Ihtsham,274,34020-9964925-1,M
1919,Sadiq,Nadhir,275,34021-9964926-1,M
1920,Ghazawan,Cal,276,34022-9964927-1,M
1921,Cemal,Zarar,277,34023-9964928-1,M
1922,Basharat,Gulab,278,34024-9964929-1,M
1923,Ghiyath,Basharat,279,34025-9964930-1,M
1924,Ithaar,Uqbah,280,34026-9964931-1,M
1925,Rabbani,Behzad,281,34027-9964932-1,M
1926,Jahangir,Qatadah,282,34028-9964933-1,M
1927,Junaid,Ithaar,283,34029-9964934-1,M
1928,Micronesia,Walliyullah,284,34030-9964935-1,M
1929,Umarah,Jibran,285,34031-9964936-1,M
1930,Intizar,Utbah,286,34032-9964937-1,M
1931,Javier,Jummal,287,34033-9964938-1,M
1932,Itimad,Dilawar,288,34034-9964939-1,M
1933,Dawlah,Nafasat,289,34035-9964940-1,M
1934,Dildar,Istakhri,290,34036-9964941-1,M
1935,Malik,Gamal,291,34037-9964942-1,M
1936,Jumanah,Haleef,292,34038-9964943-1,M
1937,Kasam,Basil,293,34039-9964944-1,M
1938,Barr,Ishrat,294,34040-9964945-1,M
1939,Zahir,Latif,295,34041-9964946-1,M
1940,Nabih,Bilal,296,34042-9964947-1,M
1941,Halwani,Urooj,297,34043-9964948-1,M
1942,Barraq,Jamal,298,34044-9964949-1,M
1943,Ihtsham,Intizar,299,34045-9964950-1,M
1944,Wakalat,Burhan,300,34046-9964951-1,M
1945,Inaam,Qadi,301,34047-9964952-1,M
1946,Yuhannis,Qasid,302,34048-9964953-1,M
1947,Danish,Zufar,303,34049-9964954-1,M
1948,Faaz,Maaz,304,34050-9964955-1,M
1949,Inayat,Inayat,305,34051-9964956-1,M
1950,Islam,Mahdi,306,34052-9964957-1,M
1951,Maher,Nafis,307,34053-9964958-1,M
1952,Maheen,Sabah,308,34054-9964959-1,M
1953,Bashar,Zohair,309,34055-9964960-1,M
1954,Abdul Afuw,Ghauth,310,34056-9964961-1,M
1955,Juma’,Majd,311,34057-9964962-1,M
1956,Zunnoon,Qadeer,312,34058-9964963-1,M
1957,Naadir,Deen,313,34059-9964964-1,M
1958,Dabbah,Zaim,314,34060-9964965-1,M
1959,Nadr,Farafisa,315,34061-9964966-1,M
1960,Kashif,Jahdari,316,34062-9964967-1,M
1961,Naeem,Imran,317,34063-9964968-1,M
1962,Faakhir,Rafay,318,34064-9964969-1,M
1963,Kazi,Zeeshan,319,34065-9964970-1,M
1964,Aban,Taha,320,34066-9964971-1,M
1965,Lut,Qasim,321,34067-9964972-1,M
1966,Sadaqat,Wasim,322,34068-9964973-1,M
1967,Raheesh,Aaban,323,34069-9964974-1,M
1968,Gulab,Sa’ir,324,34070-9964975-1,M
1969,Khadim,Watheq,325,34071-9964976-1,M
1970,Cal,Imaad,326,34072-9964977-1,M
1971,Imaad,Wasif,327,34073-9964978-1,M
1972,Dinar,Fahd,328,34074-9964979-1,M
1973,Istakhri,Izzat,329,34075-9964980-1,M
1974,Raheel,Jubair,330,34076-9964981-1,M
1975,Nabigh,Waiz,331,34077-9964982-1,M
1976,Damurah,Nabil,332,34078-9964983-1,M
1977,Cheekoo,Careem,333,34079-9964984-1,M
1978,Jalil,Aalee,334,34080-9964985-1,M
1979,Basem,Kawthar,335,34081-9964986-1,M
1980,Kaleem,Raihan,336,34082-9964987-1,M
1981,Omar,Zayd,337,34083-9964988-1,M
1982,Imtiaz,Tahir,338,34084-9964989-1,M
1983,Isa,Kafeel,339,34085-9964990-1,M
1984,Latif,Umran,340,34086-9964991-1,M
1985,Kasim,Qudamah,341,34087-9964992-1,M
1986,Rabah,Ihsan,342,34088-9964993-1,M
1987,Taj,Sabahat,343,34089-9964994-1,M
1988,Sa’im,Usman,344,34090-9964995-1,M
1989,Jihad,Jalees,345,34091-9964996-1,M
1990,Qutaybah,Obaid,346,34092-9964997-1,M
1991,Yasir,Insaf,347,34093-9964998-1,M
1992,Abdul Alim,Wafa,348,34094-9964999-1,M
1993,Rabit,Faiz,349,34095-9965000-1,M
1994,Obaid,Uthman,350,34096-9965001-1,M
1995,Usamah,Saadat,351,34097-9965002-1,M
1996,Kafeel,Dawoud,352,34098-9965003-1,M
1997,Haaziq,Qutaybah,353,34099-9965004-1,M
1998,Aamil,Mahmud,354,34100-9965005-1,M
1999,Zayd,Zaeem,355,34101-9965006-1,M
2000,Wali,Lutf,356,34102-9965007-1,M
2001,Batal,Raheel,357,34103-9965008-1,M
2002,Fadl,Wail,358,34104-9965009-1,M
2003,Pervaiz,Parvez,359,34105-9965010-1,M
2004,Jabir,Ghufran,360,34106-9965011-1,M
2005,Jahiz,Zakariya,361,34107-9965012-1,M
2006,Abdul Aalee,Qani,362,34108-9965013-1,M
2007,Qurban,Kashif,363,34109-9965014-1,M
2008,Qatadah,Zakariyya,364,34110-9965015-1,M
2009,Baahir,Sadit,365,34111-9965016-1,M
2010,Madani,Nadeem,366,34112-9965017-1,M
2011,Ilan,Saffar,367,34113-9965018-1,M
2012,Aadil,Dildar,368,34114-9965019-1,M
2013,Ziyad,Yusr,369,34115-9965020-1,M
2014,Labeeb,Zubair,370,34116-9965021-1,M
2015,Nadir,Baahir,371,34117-9965022-1,M
2016,Paki (Egyptian),Abdul Afuw,372,34118-9965023-1,M
2017,Tahseen,Sabeeh,373,34119-9965024-1,M
2018,Iqrit,Basir,374,34120-9965025-1,M
2019,Usman,Sadiq,375,34121-9965026-1,M
2020,Iyaas,Urwah,376,34122-9965027-1,M
2021,Urfee,Kamil,377,34123-9965028-1,M
2022,Dhiya,Waleed,378,34124-9965029-1,M
2023,Saburah,Intaj,379,34125-9965030-1,M
2024,Yaman,Wali,380,34126-9965031-1,M
2025,Jafar,Fadl,381,34127-9965032-1,M
2026,Jahdami,Raghib,382,34128-9965033-1,M
2027,Jawdan,Labeeb,383,34129-9965034-1,M
2028,Luqman,Laith,384,34130-9965035-1,M
2029,Izzat,Falah,385,34131-9965036-1,M
2030,Wasay,Wazir,386,34132-9965037-1,M
2031,Umran,Zayan,387,34133-9965038-1,M
2032,Faeq,Cheherazad,388,34134-9965039-1,M
2033,Ishaq,Zaman,389,34135-9965040-1,M
2034,Faizan,Kawkab,390,34136-9965041-1,M
2035,Jareer,Aamir,391,34137-9965042-1,M
2036,Aasim,Dizhwar,392,34138-9965043-1,M
2037,Jahanzeb,Nadim,393,34139-9965044-1,M
2038,Sabah,Raahil,394,34140-9965045-1,M
2039,Waiz,Yar,395,34141-9965046-1,M
2040,Qamar,Jiyad,396,34142-9965047-1,M
2041,Nadhir,Aasim,397,34143-9965048-1,M
2042,Zebadiyah,Rahmat,398,34144-9965049-1,M
2043,Izaan,Jamil,399,34145-9965050-1,M
2044,Fahyim,Rabiah,400,34146-9965051-1,M
2045,Rafay,Qais,401,34147-9965052-1,M
2046,Jiyad,Gulzar,402,34148-9965053-1,M
2047,Irfan,Uhban,403,34149-9965054-1,M
2048,Jari,Damurah,404,34150-9965055-1,M
2049,Cassem,Yaqub,405,34151-9965056-1,M
2050,Hafiz,Zuhoor,406,34152-9965057-1,M
2051,Ishtiyaq,Issar,407,34153-9965058-1,M
2052,Aaqib,Faakhir,408,34154-9965059-1,M
2053,Daghfal,Safeenah,409,34155-9965060-1,M
2054,Baqir,Nabhan,410,34156-9965061-1,M
2055,Mahd,Haaziq,411,34157-9965062-1,M
2056,Wadi,Iskandar,412,34158-9965063-1,M
2057,Unays,Kamran,413,34159-9965064-1,M
2058,Gulfam,Farasat,414,34160-9965065-1,M
2059,Raees,Diyari,415,34161-9965066-1,M
2060,Qais,Waseem,416,34162-9965067-1,M
2061,Fadi,Ishaq,417,34163-9965068-1,M
2062,Ghunayn,Layth,418,34164-9965069-1,M
2063,Umar,Bazam,419,34165-9965070-1,M
2064,Sabir,Hafiz,420,34166-9965071-1,M
2065,Walid,Ghazalan,421,34167-9965072-1,M
2066,Abdul Ali,Zaigham,422,34168-9965073-1,M
2067,Burayd,Jaraah,423,34169-9965074-1,M
2068,Ihsan,Dawlah,424,34170-9965075-1,M
2069,Intikhab,Qamar,425,34171-9965076-1,M
2070,Mahja,Daniel,426,34172-9965077-1,M
2071,Aarif,Labib,427,34173-9965078-1,M
2072,Urooj,Rafan,428,34174-9965079-1,M
2073,Aashif,Jahangir,429,34175-9965080-1,M
2074,Wakeel,Lahab,430,34176-9965081-1,M
2075,Qani,Saeed,431,34177-9965082-1,M
2076,Ghaith,Aamil,432,34178-9965083-1,M
2077,Wafiq,Wahhaj,433,34179-9965084-1,M
2078,Jasmir,Quadir,434,34180-9965085-1,M
2079,Rafan,Liban,435,34181-9965086-1,M
2080,Zaroon,Jahdami,436,34182-9965087-1,M
2081,Abdul Baari,Aalim,437,34183-9965088-1,M
2082,Babar,Aashif,438,34184-9965089-1,M
2083,Dakhil,Makki,439,34185-9965090-1,M
2084,Jaan,Usamah,440,34186-9965091-1,M
2085,Behzad,Sabir,441,34187-9965092-1,M
2086,Dawar,Ghunayn,442,34188-9965093-1,M
2087,Fakhri,Bashaar,443,34189-9965094-1,M
2088,Nadim,Saafir,444,34190-9965095-1,M
2089,Safeenah,Yushua,445,34191-9965096-1,M
2090,Zaeem,Rafiq,446,34192-9965097-1,M
2091,Ubaydullah,Kazim,447,34193-9965098-1,M
2092,Yaqoot,Ghannam,448,34194-9965099-1,M
2093,Yazid,Wajeeh,449,34195-9965100-1,M
2094,Uthman,Nabih,450,34196-9965101-1,M
2095,Zakariya,Yaqoot,451,34197-9965102-1,M
2096,Jamal,Owais,452,34198-9965103-1,M
2097,Ghadir,Juhaym,453,34199-9965104-1,M
2098,Ghusun,Darim,454,34200-9965105-1,M
2099,Aaqil,Abbad,455,34201-9965106-1,M
2100,Mahdi,Iyaas,456,34202-9965107-1,M
2101,Dayyan,Madani,457,34203-9965108-1,M
2102,Hafs,Sabur,458,34204-9965109-1,M
2103,Zameer,Faaz,459,34205-9965110-1,M
2104,Saafir,Ilan,460,34206-9965111-1,M
2105,Gamal,Qays,461,34207-9965112-1,M
2106,Wail,Rabar,462,34208-9965113-1,M
2107,Haleem,Hadee,463,34209-9965114-1,M
2108,Qutb,Aaqil,464,34210-9965115-1,M
2109,Liyaqat,Daamin,465,34211-9965116-1,M
2110,Zuti,Ghazi,466,34212-9965117-1,M
2111,Bilal,Walid,467,34213-9965118-1,M
2112,Ma’mun,Yahya,468,34214-9965119-1,M
2113,Zulfiqar,Ihtsham,469,34215-9965120-1,M
2114,Sa’d,Nadhir,470,34216-9965121-1,M
2115,Ebrahim,Cal,471,34217-9965122-1,M
2116,Rabi’,Zarar,472,34218-9965123-1,M
2117,Nadeem,Gulab,473,34219-9965124-1,M
2118,Kamran,Basharat,474,34220-9965125-1,M
2119,Abdul Aziz,Uqbah,475,34221-9965126-1,M
2120,Jahm,Behzad,476,34222-9965127-1,M
2121,Ziaud,Qatadah,477,34223-9965128-1,M
